FID;Municipality;Application;Antenna height;Coordinates;
antenneregister.fid-5a1e297e_17d0a604c22_-1b74;Amsterdam;LTE;26.3;125113;480840
antenneregister.fid-5a1e297e_17d0a604c22_-1b73;Amsterdam;LTE;37.4;124928;479340
antenneregister.fid-5a1e297e_17d0a604c22_-1b72;Amsterdam;LTE;23.3;126973;478782
antenneregister.fid-5a1e297e_17d0a604c22_-1b71;Amsterdam;LTE;20.6;127608;478930
antenneregister.fid-5a1e297e_17d0a604c22_-1b70;Amsterdam;LTE;15;124695;480700
antenneregister.fid-5a1e297e_17d0a604c22_-1b6f;Amsterdam;LTE;26;126243;481695
antenneregister.fid-5a1e297e_17d0a604c22_-1b6e;Amsterdam;LTE;16.9;124234;480077
antenneregister.fid-5a1e297e_17d0a604c22_-1b6d;Amsterdam;LTE;23.2;124452;479213
antenneregister.fid-5a1e297e_17d0a604c22_-1b6c;Amsterdam;LTE;18;126614.6699;480762.5
antenneregister.fid-5a1e297e_17d0a604c22_-1b6b;Amsterdam;LTE;31.6;127445.6699;480347.5
antenneregister.fid-5a1e297e_17d0a604c22_-1b6a;Amsterdam;LTE;44.4;125778.2679;478624
antenneregister.fid-5a1e297e_17d0a604c22_-1b69;Amsterdam;LTE;14.3;128335.6699;480934.5
antenneregister.fid-5a1e297e_17d0a604c22_-1b68;Amsterdam;LTE;19.7;126615;480766
antenneregister.fid-5a1e297e_17d0a604c22_-1b67;Amsterdam;LTE;19;127760;478774
antenneregister.fid-5a1e297e_17d0a604c22_-1b66;Amsterdam;LTE;18;124762;481931
antenneregister.fid-5a1e297e_17d0a604c22_-1b65;Amsterdam;LTE;41.5;126965;481580
antenneregister.fid-5a1e297e_17d0a604c22_-1b64;Amsterdam;LTE;23.8;127646.6699;481225.5
antenneregister.fid-5a1e297e_17d0a604c22_-1b63;Amsterdam;LTE;37.2;125845.6699;479928.5
antenneregister.fid-5a1e297e_17d0a604c22_-1b62;Amsterdam;LTE;15.3;126134;479221
antenneregister.fid-5a1e297e_17d0a604c22_-1b61;Amsterdam;LTE;38.3;126750;481745
antenneregister.fid-5a1e297e_17d0a604c22_-1b60;Amsterdam;LTE;34.2;125642;479029
antenneregister.fid-5a1e297e_17d0a604c22_-1b5f;Amsterdam;LTE;30.1;125710;481245
antenneregister.fid-5a1e297e_17d0a604c22_-1b5e;Amsterdam;LTE;19.8;125925;480047
antenneregister.fid-5a1e297e_17d0a604c22_-1b5d;Amsterdam;LTE;23.3;124845;479000
antenneregister.fid-5a1e297e_17d0a604c22_-1b5c;Amsterdam;LTE;15.7;124211;479446
antenneregister.fid-5a1e297e_17d0a604c22_-1b5b;Amsterdam;LTE;20.6;126975;478720
antenneregister.fid-5a1e297e_17d0a604c22_-1b5a;Amsterdam;LTE;19.9;123047.6699;488637.5
antenneregister.fid-5a1e297e_17d0a604c22_-1b59;Amsterdam;LTE;21.5;124185.2679;486578
antenneregister.fid-5a1e297e_17d0a604c22_-1b58;Amsterdam;LTE;22.4;126948;478650
antenneregister.fid-5a1e297e_17d0a604c22_-1b57;Amsterdam;LTE;29.7;125852;478533
antenneregister.fid-5a1e297e_17d0a604c22_-1b56;Amsterdam;LTE;34.7;125215;481520
antenneregister.fid-5a1e297e_17d0a604c22_-1b55;Amsterdam;LTE;36.5;126532;481498
antenneregister.fid-5a1e297e_17d0a604c22_-1b54;Amsterdam;LTE;32.1;125005;480219
antenneregister.fid-5a1e297e_17d0a604c22_-1b53;Amsterdam;LTE;16;124719.2679;480677
antenneregister.fid-5a1e297e_17d0a604c22_-1b52;Amsterdam;LTE;36;125701;479813
antenneregister.fid-5a1e297e_17d0a604c22_-1b51;Amsterdam;LTE;30.5;129552.2679;480173
antenneregister.fid-5a1e297e_17d0a604c22_-1b50;Amsterdam;LTE;17.7;118493;489641
antenneregister.fid-5a1e297e_17d0a604c22_-1b4f;Amsterdam;LTE;20.6;118645;486808
antenneregister.fid-5a1e297e_17d0a604c22_-1b4e;Amsterdam;LTE;18.4;117713;487790
antenneregister.fid-5a1e297e_17d0a604c22_-1b4d;Amsterdam;LTE;25.8;119696;489557
antenneregister.fid-5a1e297e_17d0a604c22_-1b4c;Amsterdam;UMTS;30.5;123266;486662
antenneregister.fid-5a1e297e_17d0a604c22_-1b4b;Amsterdam;UMTS;27.7;113983;485280
antenneregister.fid-5a1e297e_17d0a604c22_-1b4a;Amsterdam;UMTS;25;125409;480908
antenneregister.fid-5a1e297e_17d0a604c22_-1b49;Amsterdam;UMTS;19.8;118977;487210
antenneregister.fid-5a1e297e_17d0a604c22_-1b48;Amsterdam;UMTS;36.5;122459;485887
antenneregister.fid-5a1e297e_17d0a604c22_-1b47;Amsterdam;UMTS;3;124614;480874
antenneregister.fid-5a1e297e_17d0a604c22_-1b46;Amsterdam;UMTS;34.3;118957;481726
antenneregister.fid-5a1e297e_17d0a604c22_-1b45;Amsterdam;UMTS;34;120538;486344
antenneregister.fid-5a1e297e_17d0a604c22_-1b44;Amsterdam;UMTS;23.8;114480;489285
antenneregister.fid-5a1e297e_17d0a604c22_-1b43;Amsterdam;UMTS;26.3;121230;484672
antenneregister.fid-5a1e297e_17d0a604c22_-1b42;Amsterdam;UMTS;3;124718;480858
antenneregister.fid-5a1e297e_17d0a604c22_-1b41;Amsterdam;UMTS;23.6;122544;486178
antenneregister.fid-5a1e297e_17d0a604c22_-1b40;Amsterdam;UMTS;22.6;121488;487265
antenneregister.fid-5a1e297e_17d0a604c22_-1b3f;Amsterdam;UMTS;3;124563;480763
antenneregister.fid-5a1e297e_17d0a604c22_-1b3e;Amsterdam;UMTS;27.9;121462;488365
antenneregister.fid-5a1e297e_17d0a604c22_-1b3d;Amsterdam;UMTS;19.8;118505;484944
antenneregister.fid-5a1e297e_17d0a604c22_-1b3c;Amsterdam;UMTS;22.9;120700;485630
antenneregister.fid-5a1e297e_17d0a604c22_-1b3b;Amsterdam;UMTS;46.5;123800;490077
antenneregister.fid-5a1e297e_17d0a604c22_-1b3a;Amsterdam;UMTS;17.4;123787;489838
antenneregister.fid-5a1e297e_17d0a604c22_-1b39;Amsterdam;UMTS;31.7;115468;485876
antenneregister.fid-5a1e297e_17d0a604c22_-1b38;Amsterdam;UMTS;19.2;118403;487986
antenneregister.fid-5a1e297e_17d0a604c22_-1b37;Amsterdam;UMTS;30.6;123036;492116
antenneregister.fid-5a1e297e_17d0a604c22_-1b36;Amsterdam;UMTS;23.6;119009;484857
antenneregister.fid-5a1e297e_17d0a604c22_-1b35;Amsterdam;UMTS;3;123796;487289
antenneregister.fid-5a1e297e_17d0a604c22_-1b34;Amsterdam;UMTS;26.4;117725;485820
antenneregister.fid-5a1e297e_17d0a604c22_-1b33;Amsterdam;UMTS;31.4;119977;483101
antenneregister.fid-5a1e297e_17d0a604c22_-1b32;Amsterdam;UMTS;25.5;112321;491197
antenneregister.fid-5a1e297e_17d0a604c22_-1b31;Amsterdam;UMTS;29.7;121622;483518
antenneregister.fid-5a1e297e_17d0a604c22_-1b30;Amsterdam;UMTS;34.6;118940;482292
antenneregister.fid-5a1e297e_17d0a604c22_-1b2f;Amsterdam;UMTS;25.9;121625;483522
antenneregister.fid-5a1e297e_17d0a604c22_-1b2e;Amsterdam;UMTS;21.1;121189;485227
antenneregister.fid-5a1e297e_17d0a604c22_-1b2d;Amsterdam;UMTS;22.2;121791;484487
antenneregister.fid-5a1e297e_17d0a604c22_-1b2c;Amsterdam;UMTS;21.2;121038;484186
antenneregister.fid-5a1e297e_17d0a604c22_-1b2b;Amsterdam;UMTS;3;124291;480699
antenneregister.fid-5a1e297e_17d0a604c22_-1b2a;Amsterdam;UMTS;33.6;114190;486230
antenneregister.fid-5a1e297e_17d0a604c22_-1b29;Amsterdam;UMTS;3;124643;480687
antenneregister.fid-5a1e297e_17d0a604c22_-1b28;Amsterdam;UMTS;28.3;116715;484250
antenneregister.fid-5a1e297e_17d0a604c22_-1b27;Amsterdam;UMTS;40;124993;486522
antenneregister.fid-5a1e297e_17d0a604c22_-1b26;Amsterdam;UMTS;24.8;120788;484678
antenneregister.fid-5a1e297e_17d0a604c22_-1b25;Amsterdam;UMTS;20.8;124186;486577
antenneregister.fid-5a1e297e_17d0a604c22_-1b24;Amsterdam;UMTS;32.2;118426;484533
antenneregister.fid-5a1e297e_17d0a604c22_-1b23;Amsterdam;UMTS;24.8;121934;487650
antenneregister.fid-5a1e297e_17d0a604c22_-1b22;Amsterdam;UMTS;46.1;113820;485305
antenneregister.fid-5a1e297e_17d0a604c22_-1b21;Amsterdam;UMTS;0;118167;489919
antenneregister.fid-5a1e297e_17d0a604c22_-1b20;Amsterdam;UMTS;31.4;119746;487497
antenneregister.fid-5a1e297e_17d0a604c22_-1b1f;Amsterdam;UMTS;70;119948;483372
antenneregister.fid-5a1e297e_17d0a604c22_-1b1e;Amsterdam;UMTS;19.8;123705;485065
antenneregister.fid-5a1e297e_17d0a604c22_-1b1d;Amsterdam;UMTS;25.8;118710;485493
antenneregister.fid-5a1e297e_17d0a604c22_-1b1c;Amsterdam;UMTS;25;121050;483665
antenneregister.fid-5a1e297e_17d0a604c22_-1b1b;Amsterdam;UMTS;47;118800;488802
antenneregister.fid-5a1e297e_17d0a604c22_-1b1a;Amsterdam;UMTS;24.7;117719;485824
antenneregister.fid-5a1e297e_17d0a604c22_-1b19;Amsterdam;UMTS;28.7;116200;488585
antenneregister.fid-5a1e297e_17d0a604c22_-1b18;Amsterdam;UMTS;21.8;112268;491347
antenneregister.fid-5a1e297e_17d0a604c22_-1b17;Amsterdam;UMTS;42.3;123150;484552
antenneregister.fid-5a1e297e_17d0a604c22_-1b16;Amsterdam;UMTS;19.3;119451;486547
antenneregister.fid-5a1e297e_17d0a604c22_-1b15;Amsterdam;UMTS;17.4;118585;484901
antenneregister.fid-5a1e297e_17d0a604c22_-1b14;Amsterdam;UMTS;25.3;119360;483178
antenneregister.fid-5a1e297e_17d0a604c22_-1b13;Amsterdam;UMTS;24.2;121601;485525
antenneregister.fid-5a1e297e_17d0a604c22_-1b12;Amsterdam;UMTS;20;120791;485890
antenneregister.fid-5a1e297e_17d0a604c22_-1b11;Amsterdam;UMTS;32.6;125231;479736
antenneregister.fid-5a1e297e_17d0a604c22_-1b10;Amsterdam;UMTS;35.5;115210;486115
antenneregister.fid-5a1e297e_17d0a604c22_-1b0f;Amsterdam;UMTS;39.4;116463;488047
antenneregister.fid-5a1e297e_17d0a604c22_-1b0e;Amsterdam;UMTS;0;122000;486802
antenneregister.fid-5a1e297e_17d0a604c22_-1b0d;Amsterdam;UMTS;20;124573;480903
antenneregister.fid-5a1e297e_17d0a604c22_-1b0c;Amsterdam;UMTS;18.2;118494;489631
antenneregister.fid-5a1e297e_17d0a604c22_-1b0b;Amsterdam;UMTS;3;124305;480675
antenneregister.fid-5a1e297e_17d0a604c22_-1b0a;Amsterdam;UMTS;3;124276;480726
antenneregister.fid-5a1e297e_17d0a604c22_-1b09;Amsterdam;UMTS;29.4;121658;486628
antenneregister.fid-5a1e297e_17d0a604c22_-1b08;Amsterdam;UMTS;22.9;120680;486805
antenneregister.fid-5a1e297e_17d0a604c22_-1b07;Amsterdam;UMTS;32.5;117610;488602
antenneregister.fid-5a1e297e_17d0a604c22_-1b06;Amsterdam;UMTS;20.4;118651;486429
antenneregister.fid-5a1e297e_17d0a604c22_-1b05;Amsterdam;UMTS;28;125284;480839
antenneregister.fid-5a1e297e_17d0a604c22_-1b04;Amsterdam;UMTS;20.1;120556;485816
antenneregister.fid-5a1e297e_17d0a604c22_-1b03;Amsterdam;UMTS;36.2;114683;483599
antenneregister.fid-5a1e297e_17d0a604c22_-1b02;Amsterdam;UMTS;33.5;115636;485406
antenneregister.fid-5a1e297e_17d0a604c22_-1b01;Amsterdam;UMTS;22;120700;484317
antenneregister.fid-5a1e297e_17d0a604c22_-1b00;Amsterdam;UMTS;21.4;118307;487356
antenneregister.fid-5a1e297e_17d0a604c22_-1aff;Amsterdam;UMTS;52.1;122738;485280
antenneregister.fid-5a1e297e_17d0a604c22_-1afe;Amsterdam;UMTS;42.5;126120;485208
antenneregister.fid-5a1e297e_17d0a604c22_-1afd;Amsterdam;UMTS;20.6;122075;491334
antenneregister.fid-5a1e297e_17d0a604c22_-1afc;Amsterdam;UMTS;29;122087;486881
antenneregister.fid-5a1e297e_17d0a604c22_-1afb;Amsterdam;UMTS;14.4;119205;488317
antenneregister.fid-5a1e297e_17d0a604c22_-1afa;Amsterdam;UMTS;22.2;121005;486310
antenneregister.fid-5a1e297e_17d0a604c22_-1af9;Amsterdam;UMTS;32.6;115840;490265
antenneregister.fid-5a1e297e_17d0a604c22_-1af8;Amsterdam;UMTS;27.4;118970;486310
antenneregister.fid-5a1e297e_17d0a604c22_-1af7;Amsterdam;UMTS;31.4;118565;488794
antenneregister.fid-5a1e297e_17d0a604c22_-1af6;Amsterdam;UMTS;3;123005;484139
antenneregister.fid-5a1e297e_17d0a604c22_-1af5;Amsterdam;UMTS;30.7;122120;485405
antenneregister.fid-5a1e297e_17d0a604c22_-1af4;Amsterdam;UMTS;20;119360;483178
antenneregister.fid-5a1e297e_17d0a604c22_-1af3;Amsterdam;UMTS;29.7;120786;487550
antenneregister.fid-5a1e297e_17d0a604c22_-1af2;Amsterdam;UMTS;20.2;113740;489989
antenneregister.fid-5a1e297e_17d0a604c22_-1af1;Amsterdam;UMTS;23.4;119284;487163
antenneregister.fid-5a1e297e_17d0a604c22_-1af0;Amsterdam;UMTS;22.8;122148.2679;484531
antenneregister.fid-5a1e297e_17d0a604c22_-1aef;Amsterdam;UMTS;14.4;123537;488944
antenneregister.fid-5a1e297e_17d0a604c22_-1aee;Amsterdam;UMTS;27.5;113375;487316
antenneregister.fid-5a1e297e_17d0a604c22_-1aed;Amsterdam;UMTS;27;115828;483611
antenneregister.fid-5a1e297e_17d0a604c22_-1aec;Amsterdam;UMTS;37.5;119667;484076
antenneregister.fid-5a1e297e_17d0a604c22_-1aeb;Amsterdam;UMTS;14.7;114757;483948
antenneregister.fid-5a1e297e_17d0a604c22_-1aea;Amsterdam;UMTS;23.7;118121;488381
antenneregister.fid-5a1e297e_17d0a604c22_-1ae9;Amsterdam;UMTS;28.8;123802;485963
antenneregister.fid-5a1e297e_17d0a604c22_-1ae8;Amsterdam;UMTS;22.1;116342;487409
antenneregister.fid-5a1e297e_17d0a604c22_-1ae7;Amsterdam;UMTS;22;123039;486357
antenneregister.fid-5a1e297e_17d0a604c22_-1ae6;Amsterdam;UMTS;20.1;120416;484696
antenneregister.fid-5a1e297e_17d0a604c22_-1ae5;Amsterdam;UMTS;37.3;114327;491212
antenneregister.fid-5a1e297e_17d0a604c22_-1ae4;Amsterdam;UMTS;39.4;113700;485385
antenneregister.fid-5a1e297e_17d0a604c22_-1ae3;Amsterdam;UMTS;5;120950;484005
antenneregister.fid-5a1e297e_17d0a604c22_-1ae2;Amsterdam;UMTS;31.7;125230;488741
antenneregister.fid-5a1e297e_17d0a604c22_-1ae1;Amsterdam;UMTS;22.2;125477;486980
antenneregister.fid-5a1e297e_17d0a604c22_-1ae0;Amsterdam;UMTS;36.8;122053;489224
antenneregister.fid-5a1e297e_17d0a604c22_-1adf;Amsterdam;UMTS;29.1;120982;487063
antenneregister.fid-5a1e297e_17d0a604c22_-1ade;Amsterdam;UMTS;18.6;121583;486619
antenneregister.fid-5a1e297e_17d0a604c22_-1add;Amsterdam;UMTS;26.2;121719;487414
antenneregister.fid-5a1e297e_17d0a604c22_-1adc;Amsterdam;UMTS;22.9;119828.4363;486596.247
antenneregister.fid-5a1e297e_17d0a604c22_-1adb;Amsterdam;UMTS;21.3;123725;485052
antenneregister.fid-5a1e297e_17d0a604c22_-1ada;Amsterdam;UMTS;3;122600;486205
antenneregister.fid-5a1e297e_17d0a604c22_-1ad9;Amsterdam;UMTS;19.1;117629;489952
antenneregister.fid-5a1e297e_17d0a604c22_-1ad8;Amsterdam;UMTS;3;122625;485280
antenneregister.fid-5a1e297e_17d0a604c22_-1ad7;Amsterdam;UMTS;27;124265;483179
antenneregister.fid-5a1e297e_17d0a604c22_-1ad6;Amsterdam;UMTS;18.4;121955;484932
antenneregister.fid-5a1e297e_17d0a604c22_-1ad5;Amsterdam;UMTS;32.1;115625;483466
antenneregister.fid-5a1e297e_17d0a604c22_-1ad4;Amsterdam;UMTS;21.2;120092;486178
antenneregister.fid-5a1e297e_17d0a604c22_-1ad3;Amsterdam;UMTS;3;124584;480915
antenneregister.fid-5a1e297e_17d0a604c22_-1ad2;Amsterdam;UMTS;23.2;127650;481226
antenneregister.fid-5a1e297e_17d0a604c22_-1ad1;Amsterdam;UMTS;31.5;120441;482193
antenneregister.fid-5a1e297e_17d0a604c22_-1ad0;Amsterdam;UMTS;30.7;123222;486719
antenneregister.fid-5a1e297e_17d0a604c22_-1acf;Amsterdam;UMTS;31.7;117614;488602
antenneregister.fid-5a1e297e_17d0a604c22_-1ace;Amsterdam;UMTS;25.7;119066;483925
antenneregister.fid-5a1e297e_17d0a604c22_-1acd;Amsterdam;UMTS;3;122100;486705
antenneregister.fid-5a1e297e_17d0a604c22_-1acc;Amsterdam;UMTS;24.3;119821;484457
antenneregister.fid-5a1e297e_17d0a604c22_-1acb;Amsterdam;UMTS;33.8;125555;480501
antenneregister.fid-5a1e297e_17d0a604c22_-1aca;Amsterdam;UMTS;37.3;112445;492457
antenneregister.fid-5a1e297e_17d0a604c22_-1ac9;Amsterdam;UMTS;95;122990;484142
antenneregister.fid-5a1e297e_17d0a604c22_-1ac8;Amsterdam;UMTS;3;122920;484175
antenneregister.fid-5a1e297e_17d0a604c22_-1ac7;Amsterdam;UMTS;31.2;114679;483600
antenneregister.fid-5a1e297e_17d0a604c22_-1ac6;Amsterdam;UMTS;36.1;113970;491082
antenneregister.fid-5a1e297e_17d0a604c22_-1ac5;Amsterdam;UMTS;37.5;118450;484552
antenneregister.fid-5a1e297e_17d0a604c22_-1ac4;Amsterdam;UMTS;30.6;119750;482305
antenneregister.fid-5a1e297e_17d0a604c22_-1ac3;Amsterdam;UMTS;28.9;118978;486316
antenneregister.fid-5a1e297e_17d0a604c22_-1ac2;Amsterdam;UMTS;28.2;117737;485821
antenneregister.fid-5a1e297e_17d0a604c22_-1ac1;Amsterdam;UMTS;27.3;121878;487220
antenneregister.fid-5a1e297e_17d0a604c22_-1ac0;Amsterdam;UMTS;15;123865;485137
antenneregister.fid-5a1e297e_17d0a604c22_-1abf;Amsterdam;UMTS;24.4;121519;483723
antenneregister.fid-5a1e297e_17d0a604c22_-1abe;Amsterdam;UMTS;27;125050;491605
antenneregister.fid-5a1e297e_17d0a604c22_-1abd;Amsterdam;UMTS;26.4;115620;483467
antenneregister.fid-5a1e297e_17d0a604c22_-1abc;Amsterdam;UMTS;21.3;120073;486722
antenneregister.fid-5a1e297e_17d0a604c22_-1abb;Amsterdam;UMTS;37.7;125172;489981
antenneregister.fid-5a1e297e_17d0a604c22_-1aba;Amsterdam;UMTS;18.6;118490;489625
antenneregister.fid-5a1e297e_17d0a604c22_-1ab9;Amsterdam;UMTS;36.2;119949;489963
antenneregister.fid-5a1e297e_17d0a604c22_-1ab8;Amsterdam;UMTS;0;122375;486030
antenneregister.fid-5a1e297e_17d0a604c22_-1ab7;Amsterdam;UMTS;25.5;117588;489243
antenneregister.fid-5a1e297e_17d0a604c22_-1ab6;Amsterdam;UMTS;3;124702;480712
antenneregister.fid-5a1e297e_17d0a604c22_-1ab5;Amsterdam;UMTS;3;125137;480629
antenneregister.fid-5a1e297e_17d0a604c22_-1ab4;Amsterdam;UMTS;52.2;125526;489449
antenneregister.fid-5a1e297e_17d0a604c22_-1ab3;Amsterdam;UMTS;30.3;117860;484305
antenneregister.fid-5a1e297e_17d0a604c22_-1ab2;Amsterdam;UMTS;29.2;123270;486665
antenneregister.fid-5a1e297e_17d0a604c22_-1ab1;Amsterdam;UMTS;22;118602;486424
antenneregister.fid-5a1e297e_17d0a604c22_-1ab0;Amsterdam;UMTS;28.6;117581;489277
antenneregister.fid-5a1e297e_17d0a604c22_-1aaf;Amsterdam;UMTS;21.6;118577;490219
antenneregister.fid-5a1e297e_17d0a604c22_-1aae;Amsterdam;UMTS;34.1;124700;479142
antenneregister.fid-5a1e297e_17d0a604c22_-1aad;Amsterdam;UMTS;19.7;122688;485806
antenneregister.fid-5a1e297e_17d0a604c22_-1aac;Amsterdam;UMTS;34;124500;486902
antenneregister.fid-5a1e297e_17d0a604c22_-1aab;Amsterdam;UMTS;3;121114;483822
antenneregister.fid-5a1e297e_17d0a604c22_-1aaa;Amsterdam;UMTS;28.4;117870;484310
antenneregister.fid-5a1e297e_17d0a604c22_-1aa9;Amsterdam;UMTS;18.9;118787;488205
antenneregister.fid-5a1e297e_17d0a604c22_-1aa8;Amsterdam;UMTS;27.6;121184;486910
antenneregister.fid-5a1e297e_17d0a604c22_-1aa7;Amsterdam;UMTS;5;121100;483655
antenneregister.fid-5a1e297e_17d0a604c22_-1aa6;Amsterdam;UMTS;45;122600;484152
antenneregister.fid-5a1e297e_17d0a604c22_-1aa5;Amsterdam;UMTS;22.5;119800;484805
antenneregister.fid-5a1e297e_17d0a604c22_-1aa4;Amsterdam;UMTS;28.7;123599;488575
antenneregister.fid-5a1e297e_17d0a604c22_-1aa3;Amsterdam;UMTS;27.6;120320;492867
antenneregister.fid-5a1e297e_17d0a604c22_-1aa2;Amsterdam;UMTS;3;119761;483376
antenneregister.fid-5a1e297e_17d0a604c22_-1aa1;Amsterdam;UMTS;44;120940;483285
antenneregister.fid-5a1e297e_17d0a604c22_-1aa0;Amsterdam;UMTS;27;116875;489092
antenneregister.fid-5a1e297e_17d0a604c22_-1a9f;Amsterdam;UMTS;3;124329;480725
antenneregister.fid-5a1e297e_17d0a604c22_-1a9e;Amsterdam;UMTS;21.2;119534;485934
antenneregister.fid-5a1e297e_17d0a604c22_-1a9d;Amsterdam;UMTS;68;124645;480377
antenneregister.fid-5a1e297e_17d0a604c22_-1a9c;Amsterdam;UMTS;52.5;116828;483670
antenneregister.fid-5a1e297e_17d0a604c22_-1a9b;Amsterdam;UMTS;23;118400;487052
antenneregister.fid-5a1e297e_17d0a604c22_-1a9a;Amsterdam;UMTS;34.9;117567;486839
antenneregister.fid-5a1e297e_17d0a604c22_-1a99;Amsterdam;UMTS;21.5;117085;491183
antenneregister.fid-5a1e297e_17d0a604c22_-1a98;Amsterdam;UMTS;28;123250;485712
antenneregister.fid-5a1e297e_17d0a604c22_-1a97;Amsterdam;UMTS;3;123000;484402
antenneregister.fid-5a1e297e_17d0a604c22_-1a96;Amsterdam;UMTS;37.7;117550;486855
antenneregister.fid-5a1e297e_17d0a604c22_-1a95;Amsterdam;UMTS;22.3;121247;485883
antenneregister.fid-5a1e297e_17d0a604c22_-1a94;Amsterdam;UMTS;22.2;123308;487440
antenneregister.fid-5a1e297e_17d0a604c22_-1a93;Amsterdam;UMTS;21.9;119520;485283
antenneregister.fid-5a1e297e_17d0a604c22_-1a92;Amsterdam;UMTS;32;122347;490864
antenneregister.fid-5a1e297e_17d0a604c22_-1a91;Amsterdam;UMTS;23.5;123355;488396
antenneregister.fid-5a1e297e_17d0a604c22_-1a90;Amsterdam;UMTS;21.1;119810;484803
antenneregister.fid-5a1e297e_17d0a604c22_-1a8f;Amsterdam;UMTS;34.5;118797;485646
antenneregister.fid-5a1e297e_17d0a604c22_-1a8e;Amsterdam;UMTS;22.1;121653;485766
antenneregister.fid-5a1e297e_17d0a604c22_-1a8d;Amsterdam;UMTS;6;119834;483378
antenneregister.fid-5a1e297e_17d0a604c22_-1a8c;Amsterdam;UMTS;32.2;117945;489736
antenneregister.fid-5a1e297e_17d0a604c22_-1a8b;Amsterdam;UMTS;26.6;121436;487313
antenneregister.fid-5a1e297e_17d0a604c22_-1a8a;Amsterdam;UMTS;35.5;121249;487592
antenneregister.fid-5a1e297e_17d0a604c22_-1a89;Amsterdam;UMTS;28.1;122200;487874
antenneregister.fid-5a1e297e_17d0a604c22_-1a88;Amsterdam;UMTS;26.1;123800;485965
antenneregister.fid-5a1e297e_17d0a604c22_-1a87;Amsterdam;UMTS;25.6;120250;482777
antenneregister.fid-5a1e297e_17d0a604c22_-1a86;Amsterdam;UMTS;29.7;119702;482296
antenneregister.fid-5a1e297e_17d0a604c22_-1a85;Amsterdam;UMTS;21.1;122586;486660
antenneregister.fid-5a1e297e_17d0a604c22_-1a84;Amsterdam;UMTS;0;121800;487905
antenneregister.fid-5a1e297e_17d0a604c22_-1a83;Amsterdam;UMTS;17.4;118200;483365
antenneregister.fid-5a1e297e_17d0a604c22_-1a82;Amsterdam;UMTS;31.3;119457;488184
antenneregister.fid-5a1e297e_17d0a604c22_-1a81;Amsterdam;UMTS;19;123643;484227
antenneregister.fid-5a1e297e_17d0a604c22_-1a80;Amsterdam;UMTS;33;123146;490954
antenneregister.fid-5a1e297e_17d0a604c22_-1a7f;Amsterdam;UMTS;26.4;119288;490753
antenneregister.fid-5a1e297e_17d0a604c22_-1a7e;Amsterdam;UMTS;3;119756;483426
antenneregister.fid-5a1e297e_17d0a604c22_-1a7d;Amsterdam;UMTS;27.7;121284;487107
antenneregister.fid-5a1e297e_17d0a604c22_-1a7c;Amsterdam;UMTS;34.8;122047;489218
antenneregister.fid-5a1e297e_17d0a604c22_-1a7b;Amsterdam;UMTS;55;120140;483362
antenneregister.fid-5a1e297e_17d0a604c22_-1a7a;Amsterdam;UMTS;35;117250;484195
antenneregister.fid-5a1e297e_17d0a604c22_-1a79;Amsterdam;UMTS;20;119732;483365
antenneregister.fid-5a1e297e_17d0a604c22_-1a78;Amsterdam;UMTS;31.3;119675;486364
antenneregister.fid-5a1e297e_17d0a604c22_-1a77;Amsterdam;UMTS;19;124330;485532
antenneregister.fid-5a1e297e_17d0a604c22_-1a76;Amsterdam;UMTS;53;126180;489342
antenneregister.fid-5a1e297e_17d0a604c22_-1a75;Amsterdam;UMTS;26.8;121250;484742
antenneregister.fid-5a1e297e_17d0a604c22_-1a74;Amsterdam;UMTS;22.4;119230;487178
antenneregister.fid-5a1e297e_17d0a604c22_-1a73;Amsterdam;UMTS;28.2;118320;489955
antenneregister.fid-5a1e297e_17d0a604c22_-1a72;Amsterdam;UMTS;22;120314;486841
antenneregister.fid-5a1e297e_17d0a604c22_-1a71;Amsterdam;UMTS;28.9;120033;487409
antenneregister.fid-5a1e297e_17d0a604c22_-1a70;Amsterdam;UMTS;18.5;119049;487646
antenneregister.fid-5a1e297e_17d0a604c22_-1a6f;Amsterdam;UMTS;45.5;116440;488062
antenneregister.fid-5a1e297e_17d0a604c22_-1a6e;Amsterdam;UMTS;38.5;121167;483894
antenneregister.fid-5a1e297e_17d0a604c22_-1a6d;Amsterdam;UMTS;21;123650;486375
antenneregister.fid-5a1e297e_17d0a604c22_-1a6c;Amsterdam;UMTS;28;116750;483902
antenneregister.fid-5a1e297e_17d0a604c22_-1a6b;Amsterdam;UMTS;17.2;116734;486216
antenneregister.fid-5a1e297e_17d0a604c22_-1a6a;Amsterdam;UMTS;22.1;121105;487138
antenneregister.fid-5a1e297e_17d0a604c22_-1a69;Amsterdam;UMTS;23.5;114280;485202
antenneregister.fid-5a1e297e_17d0a604c22_-1a68;Amsterdam;UMTS;27.2;118195;487716
antenneregister.fid-5a1e297e_17d0a604c22_-1a67;Amsterdam;UMTS;3;117752;489248
antenneregister.fid-5a1e297e_17d0a604c22_-1a66;Amsterdam;UMTS;3;124592;480711
antenneregister.fid-5a1e297e_17d0a604c22_-1a65;Amsterdam;UMTS;8;117630;489190
antenneregister.fid-5a1e297e_17d0a604c22_-1a64;Amsterdam;UMTS;20.5;118649;486805
antenneregister.fid-5a1e297e_17d0a604c22_-1a63;Amsterdam;UMTS;40;120180;483693
